handle,label,chain,networkId,realPoints,stepsReturned,serviceCount,firstRealAt,firstRealUsd,lastRealAt,lastRealUsd,spanDays,chainLatestUsd,shareOfHoldings,chainPricedShare,chainReasonInAllChainsAnswer,status,drawable,usablePoints,drawingReason,answerRefused,pointRefusalReasons,trackedSince,basisOfRealPoints,chainsHeldByTrader,failed
gmgn_0xa0e72dc2,,bsc,56,3,28,28,2026-08-24T00:00:00.000Z,1.55,2026-09-10T16:00:00.000Z,28.46,18,28.46,0.0042,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
gmgn_0x1d926be4,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,7225.94,2026-09-10T16:00:00.000Z,6628.24,28,6628.24,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_0x1d926be4,,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,7225.94,2026-09-10T16:00:00.000Z,6628.24,28,6628.24,1.0000,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_4hngjerutp,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,15.66,2026-09-10T16:00:00.000Z,6186.16,28,6186.16,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_4hngjerutp,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,6186.16,2026-09-10T16:00:00.000Z,6186.16,0,6186.16,1.0000,0.1429,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_c32nszndqr,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,34.05,2026-09-10T16:00:00.000Z,5918.38,28,5918.38,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_c32nszndqr,,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,34.05,2026-09-10T16:00:00.000Z,5918.38,28,5918.38,1.0000,0.1194,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
cryptomoon520,从零开始的打狗生活（农场悟道）,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,5296.24,2026-09-10T16:00:00.000Z,5296.24,0,5296.24,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
cryptomoon520,从零开始的打狗生活（农场悟道）,robinhood,4663,16,28,28,2026-08-26T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,5296.24,16,5296.24,1.0000,1,,warming,false,16,short_coverage,,no_prices x12,2026-09-10T16:00:00.000Z,rebuilt x15; sampled x1,2,
cryptomoon520,从零开始的打狗生活（农场悟道）,ethereum,1,1,28,28,2026-09-10T16:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,0.00,0,0.00,0.0000,1,,ready,false,1,too_few_points,,(no reason given) x18; no_prices x9,2026-09-10T16:00:00.000Z,sampled x1,2,
0xcaishen_1,0X财神（版本弃子）,(all chains),,2,28,28,2026-09-09T00:00:00.000Z,1690.30,2026-09-10T16:00:00.000Z,5129.32,2,5129.32,,,,ready,false,2,too_few_points,,chains_unrebuildable x26,2026-09-10T14:00:00.000Z,rebuilt x1; sampled x1,3,
0xcaishen_1,0X财神（版本弃子）,bsc,56,6,28,28,2026-08-31T00:00:00.000Z,12413.23,2026-09-10T16:00:00.000Z,5126.47,11,5126.47,0.9994,1,,warming,false,6,short_coverage,,(no reason given) x22,2026-09-10T14:00:00.000Z,rebuilt x5; sampled x1,3,
0xcaishen_1,0X财神（版本弃子）,robinhood,4663,25,28,28,2026-08-17T00:00:00.000Z,1499.72,2026-09-10T16:00:00.000Z,2.85,25,2.85,0.0006,0.6667,,warming,false,25,short_coverage,,no_prices x3,2026-09-10T14:00:00.000Z,rebuilt x24; sampled x1,3,
0xcaishen_1,0X财神（版本弃子）,ethereum,1,5,28,28,2026-08-28T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,0.00,14,0.00,0.0000,0.6667,,warming,false,5,short_coverage,,(no reason given) x14; no_prices x9,2026-09-10T14:00:00.000Z,rebuilt x4; sampled x1,3,
feibo03,Cowboy🔶BNB ｜版本之牛,(all chains),,2,28,28,2026-09-06T00:00:00.000Z,9421.47,2026-09-10T16:00:00.000Z,5090.07,5,5090.07,,,,ready,false,2,too_few_points,,chains_unrebuildable x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,3,
feibo03,Cowboy🔶BNB ｜版本之牛,ethereum,1,23,28,28,2026-08-14T00:00:00.000Z,189.09,2026-09-10T16:00:00.000Z,3978.14,28,3978.14,0.7815,0.3902,,warming,false,23,short_coverage,,no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x22; sampled x1,3,
feibo03,Cowboy🔶BNB ｜版本之牛,bsc,56,9,28,28,2026-08-14T00:00:00.000Z,516.79,2026-09-10T16:00:00.000Z,604.24,28,604.24,0.1187,0.5,,warming,false,9,short_coverage,,(no reason given) x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,3,
feibo03,Cowboy🔶BNB ｜版本之牛,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,680.22,2026-09-10T16:00:00.000Z,507.69,28,507.69,0.0997,0.4,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
gmgn_fhxkjqaqtz,,(all chains),,1,1,1,2026-09-10T16:00:00.000Z,4535.52,2026-09-10T16:00:00.000Z,4535.52,0,4535.52,,,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_fhxkjqaqtz,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,4535.52,2026-09-10T16:00:00.000Z,4535.52,0,4535.52,1.0000,0.2222,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
NeoCallss,NΞO,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4398.79,2026-09-10T16:00:00.000Z,4398.79,0,4398.79,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
NeoCallss,NΞO,ethereum,1,10,28,28,2026-08-21T00:00:00.000Z,55.85,2026-09-10T16:00:00.000Z,4335.54,21,4335.54,0.9856,0.65,,warming,false,10,short_coverage,,(no reason given) x6; no_prices x12,2026-09-10T16:00:00.000Z,rebuilt x9; sampled x1,2,
NeoCallss,NΞO,robinhood,4663,11,28,28,2026-08-31T00:00:00.000Z,1608.54,2026-09-10T16:00:00.000Z,63.25,11,63.25,0.0144,0.2553,,warming,false,11,short_coverage,,no_prices x17,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,2,
gmgn_0x42fbff25,,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4337.79,2026-09-10T16:00:00.000Z,4337.79,0,4337.79,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
gmgn_0x42fbff25,,ethereum,1,11,28,28,2026-08-14T00:00:00.000Z,188.75,2026-09-10T16:00:00.000Z,2638.67,28,2638.67,0.6083,0.5455,,warming,false,11,short_coverage,,(no reason given) x6; no_prices x11,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,4,
gmgn_0x42fbff25,,robinhood,4663,27,28,28,2026-08-15T00:00:00.000Z,0.70,2026-09-10T16:00:00.000Z,1075.95,27,1075.95,0.2480,0.8,,warming,false,27,short_coverage,,no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x26; sampled x1,4,
gmgn_0x42fbff25,,bsc,56,7,28,28,2026-08-17T00:00:00.000Z,4.02,2026-09-10T16:00:00.000Z,622.94,25,622.94,0.1436,0.5,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,4,
gmgn_0x42fbff25,,base,8453,2,28,28,2026-09-07T00:00:00.000Z,0.23,2026-09-10T16:00:00.000Z,0.23,4,0.23,0.0001,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
gmgn_c7pnbarvah,,(all chains),,1,1,1,2026-09-10T16:00:00.000Z,3784.57,2026-09-10T16:00:00.000Z,3784.57,0,3784.57,,,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_c7pnbarvah,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,3784.57,2026-09-10T16:00:00.000Z,3784.57,0,3784.57,1.0000,0.6585,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_5vpy5bapc4,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,1.20,2026-09-10T16:00:00.000Z,3743.80,28,3743.80,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_5vpy5bapc4,,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,1.20,2026-09-10T16:00:00.000Z,3743.80,28,3743.80,1.0000,0.4545,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
ottabag,OTTA 💰,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3466.83,2026-09-10T16:00:00.000Z,3466.83,0,3466.83,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,1,
ottabag,OTTA 💰,ethereum,1,1,28,28,2026-09-10T16:00:00.000Z,3466.83,2026-09-10T16:00:00.000Z,3466.83,0,3466.83,1.0000,0.5,,ready,false,1,too_few_points,,(no reason given) x6; no_prices x21,2026-09-10T16:00:00.000Z,sampled x1,1,
SuperL9,Wick李🔶 BNB,(all chains),,3,28,28,2026-09-08T00:00:00.000Z,6818.58,2026-09-10T16:00:00.000Z,3297.03,3,3297.03,,,,warming,false,3,short_coverage,,chains_unrebuildable x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,2,
SuperL9,Wick李🔶 BNB,ethereum,1,17,28,28,2026-08-23T00:00:00.000Z,257.81,2026-09-10T16:00:00.000Z,2707.72,19,2707.72,0.8213,0.5769,,warming,false,17,short_coverage,,(no reason given) x9; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x16; sampled x1,2,
SuperL9,Wick李🔶 BNB,robinhood,4663,18,28,28,2026-08-14T00:00:00.000Z,126.97,2026-09-10T16:00:00.000Z,589.31,28,589.31,0.1787,0.6667,,warming,false,18,short_coverage,,no_prices x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,2,
gmgn_agdzqyyqzz,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,89.29,2026-09-10T16:00:00.000Z,3274.26,28,3274.26,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_agdzqyyqzz,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,3274.26,2026-09-10T16:00:00.000Z,3274.26,0,3274.26,1.0000,0.7857,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
dingalingts,dingaling,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3271.03,2026-09-10T16:00:00.000Z,3271.03,0,3271.03,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
dingalingts,dingaling,bsc,56,9,28,28,2026-08-23T00:00:00.000Z,67.73,2026-09-10T16:00:00.000Z,2065.99,19,2065.99,0.6316,0.5,,warming,false,9,short_coverage,,(no reason given) x1; no_prices x18,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,3,
dingalingts,dingaling,ethereum,1,3,28,28,2026-08-21T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,1205.04,21,1205.04,0.3684,0.3704,,warming,false,3,short_coverage,,no_prices x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
dingalingts,dingaling,base,8453,0,1,1,,,,,0,,,0,no_prices,ready,false,0,no_prices,no_prices,no_prices x1,2026-09-10T16:00:00.000Z,,3,
0xyukaz,yukaz,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3236.15,2026-09-10T16:00:00.000Z,3236.15,0,3236.15,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
0xyukaz,yukaz,robinhood,4663,25,28,28,2026-08-14T00:00:00.000Z,10591.81,2026-09-10T16:00:00.000Z,2123.68,28,2123.68,0.6562,0.6,,warming,false,25,short_coverage,,no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x24; sampled x1,3,
0xyukaz,yukaz,bsc,56,3,28,28,2026-09-08T00:00:00.000Z,54.30,2026-09-10T16:00:00.000Z,973.45,3,973.45,0.3008,0.0909,,warming,false,3,short_coverage,,(no reason given) x22; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
0xyukaz,yukaz,ethereum,1,3,28,28,2026-08-28T00:00:00.000Z,681.60,2026-09-10T16:00:00.000Z,139.02,14,139.02,0.0430,0.4,,warming,false,3,short_coverage,,(no reason given) x13; no_prices x12,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
antpositions,AntPositions(蚂蚁仓）☄️,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3203.30,2026-09-10T16:00:00.000Z,3203.30,0,3203.30,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
antpositions,AntPositions(蚂蚁仓）☄️,ethereum,1,8,28,28,2026-08-18T00:00:00.000Z,327.13,2026-09-10T16:00:00.000Z,3152.26,24,3152.26,0.9841,0.4375,,warming,false,8,short_coverage,,no_prices x18; (no reason given) x2,2026-09-10T16:00:00.000Z,rebuilt x7; sampled x1,2,
antpositions,AntPositions(蚂蚁仓）☄️,bsc,56,7,28,28,2026-08-22T00:00:00.000Z,251.58,2026-09-10T16:00:00.000Z,51.04,20,51.04,0.0159,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,2,
gmgn_0x725c2875,,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2992.02,2026-09-10T16:00:00.000Z,2992.02,0,2992.02,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
gmgn_0x725c2875,,robinhood,4663,14,28,28,2026-08-15T00:00:00.000Z,232.90,2026-09-10T16:00:00.000Z,2774.97,27,2774.97,0.9275,1,,warming,false,14,short_coverage,,no_prices x14,2026-09-10T16:00:00.000Z,rebuilt x13; sampled x1,3,
gmgn_0x725c2875,,ethereum,1,3,28,28,2026-09-05T00:00:00.000Z,332.41,2026-09-10T16:00:00.000Z,216.70,6,216.70,0.0724,0.6667,,warming,false,3,short_coverage,,no_prices x9; (no reason given) x16,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
gmgn_0x725c2875,,bsc,56,5,28,28,2026-08-17T00:00:00.000Z,4.14,2026-09-10T16:00:00.000Z,0.35,25,0.35,0.0001,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,3,
JEETNICapital,JEETNICapital,(all chains),,2,28,28,2026-08-26T00:00:00.000Z,2462.76,2026-09-10T16:00:00.000Z,2922.68,16,2922.68,,,,ready,false,2,too_few_points,,chains_unrebuildable x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,1,
JEETNICapital,JEETNICapital,robinhood,4663,24,28,28,2026-08-18T00:00:00.000Z,1021.38,2026-09-10T16:00:00.000Z,2922.68,24,2922.68,1.0000,0.6667,,warming,false,24,short_coverage,,no_prices x4,2026-09-10T16:00:00.000Z,rebuilt x23; sampled x1,1,
Oxdirss,Oxdirss,(all chains),,2,28,28,2026-08-31T00:00:00.000Z,467.42,2026-09-10T16:00:00.000Z,2790.58,11,2790.58,,,,ready,false,2,too_few_points,,chains_unrebuildable x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,3,
Oxdirss,Oxdirss,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,384.04,2026-09-10T16:00:00.000Z,2020.43,28,2020.43,0.7240,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
Oxdirss,Oxdirss,bsc,56,7,28,28,2026-08-16T00:00:00.000Z,450.95,2026-09-10T16:00:00.000Z,746.48,26,746.48,0.2675,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,3,
Oxdirss,Oxdirss,ethereum,1,3,28,28,2026-08-25T00:00:00.000Z,154.37,2026-09-10T16:00:00.000Z,23.67,17,23.67,0.0085,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
gmgn_0x62703263,,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2759.04,2026-09-10T16:00:00.000Z,2759.04,0,2759.04,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
gmgn_0x62703263,,robinhood,4663,14,28,28,2026-08-15T00:00:00.000Z,232.07,2026-09-10T16:00:00.000Z,2558.28,27,2558.28,0.9272,1,,warming,false,14,short_coverage,,no_prices x14,2026-09-10T16:00:00.000Z,rebuilt x13; sampled x1,3,
gmgn_0x62703263,,ethereum,1,2,28,28,2026-08-17T00:00:00.000Z,197.99,2026-09-10T16:00:00.000Z,200.35,25,200.35,0.0726,1,,ready,false,2,too_few_points,,(no reason given) x24; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,3,
gmgn_0x62703263,,bsc,56,7,28,28,2026-08-19T00:00:00.000Z,2.24,2026-09-10T16:00:00.000Z,0.41,23,0.41,0.0001,0.6667,,warming,false,7,short_coverage,,(no reason given) x19; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,3,
gmgn_9shbhjviuu,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,1110.70,2026-09-10T16:00:00.000Z,2705.26,28,2705.26,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_9shbhjviuu,,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,1110.70,2026-09-10T16:00:00.000Z,2705.26,28,2705.26,1.0000,0.6935,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
shahh,shah,(all chains),,1,1,1,2026-09-10T16:00:00.000Z,2656.25,2026-09-10T16:00:00.000Z,2656.25,0,2656.25,,,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
shahh,shah,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2656.25,2026-09-10T16:00:00.000Z,2656.25,0,2656.25,1.0000,0.0173,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_0xfd7e55a5,,(all chains),,3,28,28,2026-09-08T00:00:00.000Z,1027.57,2026-09-10T16:00:00.000Z,2574.48,3,2574.48,,,,warming,false,3,short_coverage,,chains_unrebuildable x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
gmgn_0xfd7e55a5,,ethereum,1,22,28,28,2026-08-16T00:00:00.000Z,939.80,2026-09-10T16:00:00.000Z,2134.53,26,2134.53,0.8291,0.3243,,warming,false,22,short_coverage,,no_prices x3; (no reason given) x3,2026-09-10T16:00:00.000Z,rebuilt x21; sampled x1,3,
gmgn_0xfd7e55a5,,robinhood,4663,23,28,28,2026-08-14T00:00:00.000Z,1411.38,2026-09-10T16:00:00.000Z,293.25,28,293.25,0.1139,0.35,,warming,false,23,short_coverage,,no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x22; sampled x1,3,
gmgn_0xfd7e55a5,,bsc,56,14,28,28,2026-08-25T00:00:00.000Z,9.26,2026-09-10T16:00:00.000Z,146.69,17,146.69,0.0570,0.3333,,warming,false,14,short_coverage,,(no reason given) x14,2026-09-10T16:00:00.000Z,rebuilt x13; sampled x1,3,
gmgn_2tw33mipyc,,(all chains),,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,2445.62,28,2445.62,,,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_2tw33mipyc,,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,0.00,2026-09-10T16:00:00.000Z,2445.62,28,2445.62,1.0000,0.2273,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,1,
gmgn_jagplmkgpw,,(all chains),,1,1,1,2026-09-10T16:00:00.000Z,2416.16,2026-09-10T16:00:00.000Z,2416.16,0,2416.16,,,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_jagplmkgpw,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2416.16,2026-09-10T16:00:00.000Z,2416.16,0,2416.16,1.0000,0.5323,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
Aramoon13,Aramoon 🇮🇷,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2386.29,2026-09-10T16:00:00.000Z,2386.29,0,2386.29,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
Aramoon13,Aramoon 🇮🇷,bsc,56,12,28,28,2026-08-14T00:00:00.000Z,1.51,2026-09-10T16:00:00.000Z,1894.99,28,1894.99,0.7941,0.5,,warming,false,12,short_coverage,,(no reason given) x11; no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,2,
Aramoon13,Aramoon 🇮🇷,ethereum,1,1,28,28,2026-09-10T16:00:00.000Z,491.30,2026-09-10T16:00:00.000Z,491.30,0,491.30,0.2059,0.3462,,ready,false,1,too_few_points,,no_prices x27,2026-09-10T16:00:00.000Z,sampled x1,2,
nineteen_888,就叫19(角度大师版,(all chains),,3,28,28,2026-09-04T00:00:00.000Z,5.75,2026-09-10T16:00:00.000Z,2216.56,7,2216.56,,,,warming,false,3,short_coverage,,chains_unrebuildable x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,2,
nineteen_888,就叫19(角度大师版,bsc,56,11,28,28,2026-08-24T00:00:00.000Z,0.13,2026-09-10T16:00:00.000Z,2216.55,18,2216.55,1.0000,1,,warming,false,11,short_coverage,,(no reason given) x17,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,2,
nineteen_888,就叫19(角度大师版,robinhood,4663,18,28,28,2026-08-14T00:00:00.000Z,23.33,2026-09-10T16:00:00.000Z,0.00,28,0.00,0.0000,0.5,,warming,false,18,short_coverage,,no_prices x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,2,
trencHog8,trencHog,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2088.41,2026-09-10T16:00:00.000Z,2088.41,0,2088.41,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
trencHog8,trencHog,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1569.34,2026-09-10T16:00:00.000Z,1569.34,0,1569.34,0.7514,0.9667,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
trencHog8,trencHog,robinhood,4663,25,28,28,2026-08-17T00:00:00.000Z,4084.92,2026-09-10T16:00:00.000Z,515.71,25,515.71,0.2469,1,,warming,false,25,short_coverage,,no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x24; sampled x1,3,
trencHog8,trencHog,ethereum,1,7,28,28,2026-08-18T00:00:00.000Z,2.88,2026-09-10T16:00:00.000Z,3.37,24,3.37,0.0016,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,3,
gmgn_0xb9b0252f,,(all chains),,5,28,28,2026-08-28T00:00:00.000Z,2297.83,2026-09-10T16:00:00.000Z,1995.65,14,1995.65,,,,warming,false,5,short_coverage,,chains_unrebuildable x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,3,
gmgn_0xb9b0252f,,bsc,56,11,28,28,2026-08-28T00:00:00.000Z,1012.97,2026-09-10T16:00:00.000Z,1472.15,14,1472.15,0.7377,0.5,,warming,false,11,short_coverage,,(no reason given) x14; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,3,
gmgn_0xb9b0252f,,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,85.02,2026-09-10T16:00:00.000Z,323.36,28,323.36,0.1620,0.4,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
gmgn_0xb9b0252f,,ethereum,1,12,28,28,2026-08-20T00:00:00.000Z,593.82,2026-09-10T16:00:00.000Z,200.14,22,200.14,0.1003,0.2857,,warming,false,12,short_coverage,,(no reason given) x5; no_prices x11,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,3,
Cupseyy,Cupsey,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1991.12,2026-09-10T16:00:00.000Z,1991.12,0,1991.12,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,2,
Cupseyy,Cupsey,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1498.40,2026-09-10T16:00:00.000Z,1498.40,0,1498.40,0.7525,0.0038,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
Cupseyy,Cupsey,bsc,56,1,1,1,2026-09-10T16:00:00.000Z,492.72,2026-09-10T16:00:00.000Z,492.72,0,492.72,0.2475,1,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,2,
HunterOnlyETH,金狗挖掘机 | 0xDavid,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,1865.96,2026-09-10T16:00:00.000Z,1865.96,0,1865.96,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
HunterOnlyETH,金狗挖掘机 | 0xDavid,ethereum,1,10,28,28,2026-08-14T00:00:00.000Z,345.69,2026-09-10T16:00:00.000Z,1778.64,28,1778.64,0.9532,0.3043,,warming,false,10,short_coverage,,no_prices x15; (no reason given) x3,2026-09-10T16:00:00.000Z,rebuilt x9; sampled x1,3,
HunterOnlyETH,金狗挖掘机 | 0xDavid,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,1074.09,2026-09-10T16:00:00.000Z,87.32,28,87.32,0.0468,0.1538,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
HunterOnlyETH,金狗挖掘机 | 0xDavid,bsc,56,3,28,28,2026-09-02T00:00:00.000Z,181.51,2026-09-10T16:00:00.000Z,0.00,9,0.00,0.0000,0.5,,warming,false,3,short_coverage,,(no reason given) x24; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,3,
gmgn_ejh1mrcvxe,,(all chains),,1,1,1,2026-09-10T16:00:00.000Z,1814.04,2026-09-10T16:00:00.000Z,1814.04,0,1814.04,,,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
gmgn_ejh1mrcvxe,,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1814.04,2026-09-10T16:00:00.000Z,1814.04,0,1814.04,1.0000,0.0455,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,1,
