handle,label,chain,networkId,realPoints,stepsReturned,serviceCount,firstRealAt,firstRealUsd,lastRealAt,lastRealUsd,spanDays,chainLatestUsd,shareOfHoldings,chainPricedShare,chainReasonInAllChainsAnswer,status,drawable,usablePoints,drawingReason,answerRefused,pointRefusalReasons,trackedSince,basisOfRealPoints,chainsHeldByTrader,failed
unipcs,Unipcs,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,15665318.55,2026-09-10T16:00:00.000Z,15665318.55,0,15665318.55,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
unipcs,Unipcs,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,602947.54,2026-09-10T16:00:00.000Z,10857235.75,28,10857235.75,0.6931,0.6879,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
unipcs,Unipcs,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,4789577.48,2026-09-10T16:00:00.000Z,4789577.48,0,4789577.48,0.3057,0.6341,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
unipcs,Unipcs,ethereum,1,5,28,28,2026-08-28T00:00:00.000Z,6.07,2026-09-10T16:00:00.000Z,18505.32,14,18505.32,0.0012,0.75,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,3,
ogle,ogle,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,8666724.14,2026-09-10T16:00:00.000Z,8666724.14,0,8666724.14,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
ogle,ogle,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,103491.71,2026-09-10T16:00:00.000Z,8653501.66,28,8653501.66,0.9985,0.8929,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
ogle,ogle,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,9300.19,2026-09-10T16:00:00.000Z,9300.19,0,9300.19,0.0011,0.9333,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
ogle,ogle,bsc,56,6,28,28,2026-09-04T00:00:00.000Z,120.53,2026-09-10T16:00:00.000Z,3919.22,7,3919.22,0.0005,0.8571,,warming,false,6,short_coverage,,(no reason given) x21; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x5; sampled x1,5,
ogle,ogle,ethereum,1,5,28,28,2026-08-17T00:00:00.000Z,6.04,2026-09-10T16:00:00.000Z,3.08,25,3.08,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
ogle,ogle,base,8453,1,28,28,2026-09-09T00:00:00.000Z,41.63,2026-09-09T00:00:00.000Z,41.63,0,,,0,no_prices,ready,false,1,no_prices,no_prices,(no reason given) x26; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x1,5,
DumbCrayonEater,DumbCrayonEater,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,7242045.91,2026-09-10T16:00:00.000Z,7242045.91,0,7242045.91,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
DumbCrayonEater,DumbCrayonEater,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,834686.68,2026-09-10T16:00:00.000Z,6955732.60,28,6955732.60,0.9605,0.8833,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
DumbCrayonEater,DumbCrayonEater,bsc,56,13,28,28,2026-08-19T00:00:00.000Z,265840.37,2026-09-10T16:00:00.000Z,173971.23,23,173971.23,0.0240,0.875,,warming,false,13,short_coverage,,(no reason given) x15,2026-09-10T16:00:00.000Z,rebuilt x12; sampled x1,4,
DumbCrayonEater,DumbCrayonEater,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,112300.39,2026-09-10T16:00:00.000Z,112300.39,0,112300.39,0.0155,0.8743,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
DumbCrayonEater,DumbCrayonEater,ethereum,1,9,28,28,2026-08-20T00:00:00.000Z,15.83,2026-09-10T16:00:00.000Z,41.69,22,41.69,0.0000,0.6667,,warming,false,9,short_coverage,,(no reason given) x19,2026-09-10T16:00:00.000Z,rebuilt x8; sampled x1,4,
pointfarmcap,point farm capital,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,7241774.08,2026-09-10T16:00:00.000Z,7241774.08,0,7241774.08,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
pointfarmcap,point farm capital,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,7240057.84,2026-09-10T16:00:00.000Z,7240057.84,0,7240057.84,0.9998,0.467,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
pointfarmcap,point farm capital,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,0.98,2026-09-10T16:00:00.000Z,1714.58,28,1714.58,0.0002,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
pointfarmcap,point farm capital,bsc,56,8,28,28,2026-08-21T00:00:00.000Z,1.59,2026-09-10T16:00:00.000Z,1.66,21,1.66,0.0000,1,,warming,false,8,short_coverage,,(no reason given) x20,2026-09-10T16:00:00.000Z,rebuilt x7; sampled x1,3,
Salem1299534,Salem,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,5324917.52,2026-09-10T16:00:00.000Z,5324917.52,0,5324917.52,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
Salem1299534,Salem,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,376826.67,2026-09-10T16:00:00.000Z,5322314.07,28,5322314.07,0.9995,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
Salem1299534,Salem,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1683.70,2026-09-10T16:00:00.000Z,1683.70,0,1683.70,0.0003,0.898,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
Salem1299534,Salem,bsc,56,5,28,28,2026-08-17T00:00:00.000Z,0.02,2026-09-10T16:00:00.000Z,905.94,25,905.94,0.0002,0.5,,warming,false,5,short_coverage,,(no reason given) x18; no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,5,
Salem1299534,Salem,base,8453,18,28,28,2026-08-16T00:00:00.000Z,0.07,2026-09-10T16:00:00.000Z,10.37,26,10.37,0.0000,1,,warming,false,18,short_coverage,,(no reason given) x10,2026-09-10T16:00:00.000Z,rebuilt x17; sampled x1,5,
Salem1299534,Salem,ethereum,1,4,28,28,2026-09-01T00:00:00.000Z,1.36,2026-09-10T16:00:00.000Z,3.45,10,3.45,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x23; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,5,
theveeman,Vee,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4871751.62,2026-09-10T16:00:00.000Z,4871751.62,0,4871751.62,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
theveeman,Vee,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,3445931.75,2026-09-10T16:00:00.000Z,3445931.75,0,3445931.75,0.7073,0.8281,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
theveeman,Vee,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,196376.27,2026-09-10T16:00:00.000Z,1073463.65,28,1073463.65,0.2203,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
theveeman,Vee,bsc,56,15,28,28,2026-08-21T00:00:00.000Z,51.16,2026-09-10T16:00:00.000Z,254376.64,21,254376.64,0.0522,0.8889,,warming,false,15,short_coverage,,(no reason given) x11; no_prices x2,2026-09-10T16:00:00.000Z,rebuilt x14; sampled x1,5,
theveeman,Vee,base,8453,13,28,28,2026-08-25T00:00:00.000Z,2986.02,2026-09-10T16:00:00.000Z,97973.19,17,97973.19,0.0201,0.75,,warming,false,13,short_coverage,,(no reason given) x15,2026-09-10T16:00:00.000Z,rebuilt x12; sampled x1,5,
theveeman,Vee,ethereum,1,7,28,28,2026-08-19T00:00:00.000Z,10.07,2026-09-10T16:00:00.000Z,6.39,23,6.39,0.0000,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,5,
AvgJoesCrypto,AJC,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4433892.49,2026-09-10T16:00:00.000Z,4433892.49,0,4433892.49,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
AvgJoesCrypto,AJC,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,303528.95,2026-09-10T16:00:00.000Z,4169849.35,28,4169849.35,0.9404,0.9792,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,5,
AvgJoesCrypto,AJC,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,205997.06,2026-09-10T16:00:00.000Z,205997.06,0,205997.06,0.0465,0.8679,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,5,
AvgJoesCrypto,AJC,ethereum,1,12,28,28,2026-08-20T00:00:00.000Z,25639.94,2026-09-10T16:00:00.000Z,58004.89,22,58004.89,0.0131,1,,warming,false,12,short_coverage,,(no reason given) x16,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,5,
AvgJoesCrypto,AJC,bsc,56,3,28,28,2026-09-04T00:00:00.000Z,0.62,2026-09-10T16:00:00.000Z,28.97,7,28.97,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x24; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,5,
AvgJoesCrypto,AJC,base,8453,8,28,28,2026-08-22T00:00:00.000Z,2440.55,2026-09-10T16:00:00.000Z,12.21,20,12.21,0.0000,0.6,,warming,false,8,short_coverage,,(no reason given) x17; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x7; sampled x1,5,
0xAvast,Avast,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4421292.74,2026-09-10T16:00:00.000Z,4421292.74,0,4421292.74,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T14:00:00.000Z,sampled x1,5,
0xAvast,Avast,bsc,56,23,28,28,2026-08-16T00:00:00.000Z,1417.68,2026-09-10T16:00:00.000Z,2768755.63,26,2768755.63,0.6262,1,,warming,false,23,short_coverage,,(no reason given) x4; no_prices x1,2026-09-10T14:00:00.000Z,rebuilt x22; sampled x1,5,
0xAvast,Avast,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,945853.88,2026-09-10T16:00:00.000Z,1518328.05,28,1518328.05,0.3434,1,,warming,false,28,short_coverage,,,2026-09-10T14:00:00.000Z,rebuilt x27; sampled x1,5,
0xAvast,Avast,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,134196.00,2026-09-10T16:00:00.000Z,134196.00,0,134196.00,0.0304,0.893,,warming,false,1,warming,,,2026-09-10T14:00:00.000Z,sampled x1,5,
0xAvast,Avast,base,8453,3,28,28,2026-09-03T00:00:00.000Z,9.46,2026-09-10T16:00:00.000Z,10.37,8,10.37,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T14:00:00.000Z,rebuilt x2; sampled x1,5,
0xAvast,Avast,ethereum,1,4,28,28,2026-08-21T00:00:00.000Z,14.39,2026-09-10T16:00:00.000Z,2.68,21,2.68,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T14:00:00.000Z,rebuilt x3; sampled x1,5,
Natan_benish,Nate,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,4347095.57,2026-09-10T16:00:00.000Z,4347095.57,0,4347095.57,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Natan_benish,Nate,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,358325.38,2026-09-10T16:00:00.000Z,4337031.52,28,4337031.52,0.9977,0.881,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
Natan_benish,Nate,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,10048.18,2026-09-10T16:00:00.000Z,10048.18,0,10048.18,0.0023,0.8732,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
Natan_benish,Nate,ethereum,1,7,28,28,2026-08-21T00:00:00.000Z,6.04,2026-09-10T16:00:00.000Z,15.64,21,15.64,0.0000,1,,warming,false,7,short_coverage,,(no reason given) x21,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,4,
Natan_benish,Nate,bsc,56,4,28,28,2026-09-04T00:00:00.000Z,0.62,2026-09-10T16:00:00.000Z,0.23,7,0.23,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,4,
Chubbi230,230,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3914143.45,2026-09-10T16:00:00.000Z,3914143.45,0,3914143.45,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
Chubbi230,230,robinhood,4663,27,28,28,2026-08-15T00:00:00.000Z,62751.52,2026-09-10T16:00:00.000Z,3635826.46,27,3635826.46,0.9289,1,,warming,false,27,short_coverage,,no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x26; sampled x1,4,
Chubbi230,230,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,645326.19,2026-09-10T16:00:00.000Z,261825.03,28,261825.03,0.0669,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
Chubbi230,230,bsc,56,3,28,28,2026-09-04T00:00:00.000Z,197.46,2026-09-10T16:00:00.000Z,16480.78,7,16480.78,0.0042,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
Chubbi230,230,ethereum,1,5,28,28,2026-08-21T00:00:00.000Z,4.32,2026-09-10T16:00:00.000Z,11.17,21,11.17,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
SolSwizzle,Swizzle,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3816903.67,2026-09-10T16:00:00.000Z,3816903.67,0,3816903.67,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
SolSwizzle,Swizzle,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,98901.07,2026-09-10T16:00:00.000Z,2759037.25,28,2759037.25,0.7228,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
SolSwizzle,Swizzle,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,1057833.46,2026-09-10T16:00:00.000Z,1057833.46,0,1057833.46,0.2771,0.6615,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
SolSwizzle,Swizzle,bsc,56,3,28,28,2026-09-04T00:00:00.000Z,1.25,2026-09-10T16:00:00.000Z,26.57,7,26.57,0.0000,0.75,,warming,false,3,short_coverage,,(no reason given) x21; no_prices x4,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
SolSwizzle,Swizzle,ethereum,1,5,28,28,2026-08-20T00:00:00.000Z,4.60,2026-09-10T16:00:00.000Z,6.39,22,6.39,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
The__Solstice,TheS◎Lstice,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3724502.26,2026-09-10T16:00:00.000Z,3724502.26,0,3724502.26,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
The__Solstice,TheS◎Lstice,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,3320227.93,2026-09-10T16:00:00.000Z,3320227.93,0,3320227.93,0.8915,0.7538,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
The__Solstice,TheS◎Lstice,base,8453,11,28,28,2026-08-17T00:00:00.000Z,77980.09,2026-09-10T16:00:00.000Z,353791.32,25,353791.32,0.0950,0.75,,warming,false,11,short_coverage,,(no reason given) x17,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,4,
The__Solstice,TheS◎Lstice,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,773173.13,2026-09-10T16:00:00.000Z,50483.01,28,50483.01,0.0136,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
The__Solstice,TheS◎Lstice,bsc,56,4,28,28,2026-08-19T00:00:00.000Z,29182.95,2026-08-30T00:00:00.000Z,7194.71,11,,,0,no_prices,warming,false,4,short_coverage,no_prices,(no reason given) x23; no_prices x1,2026-09-10T16:00:00.000Z,rebuilt x4,4,
cosby,cosby,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3701043.59,2026-09-10T16:00:00.000Z,3701043.59,0,3701043.59,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
cosby,cosby,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,293939.78,2026-09-10T16:00:00.000Z,3497410.84,28,3497410.84,0.9450,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
cosby,cosby,bsc,56,3,28,28,2026-09-05T00:00:00.000Z,257622.80,2026-09-10T16:00:00.000Z,129714.49,6,129714.49,0.0350,1,,warming,false,3,short_coverage,,(no reason given) x25,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
cosby,cosby,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,48032.75,2026-09-10T16:00:00.000Z,48032.75,0,48032.75,0.0130,0.8333,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
cosby,cosby,base,8453,2,28,28,2026-09-09T00:00:00.000Z,34737.33,2026-09-10T16:00:00.000Z,25885.51,2,25885.51,0.0070,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
brrrgrrrz,Burgz,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3315650.26,2026-09-10T16:00:00.000Z,3315650.26,0,3315650.26,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
brrrgrrrz,Burgz,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,415196.43,2026-09-10T16:00:00.000Z,3304076.66,28,3304076.66,0.9965,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
brrrgrrrz,Burgz,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,11535.89,2026-09-10T16:00:00.000Z,11535.89,0,11535.89,0.0035,0.8034,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
brrrgrrrz,Burgz,ethereum,1,4,28,28,2026-08-27T00:00:00.000Z,29.43,2026-09-10T16:00:00.000Z,37.25,15,37.25,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,4,
brrrgrrrz,Burgz,bsc,56,7,28,28,2026-08-16T00:00:00.000Z,123.60,2026-09-10T16:00:00.000Z,0.47,26,0.47,0.0000,1,,warming,false,7,short_coverage,,(no reason given) x18; no_prices x3,2026-09-10T16:00:00.000Z,rebuilt x6; sampled x1,4,
kyle,kyle,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3195684.02,2026-09-10T16:00:00.000Z,3195684.02,0,3195684.02,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
kyle,kyle,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,5403.99,2026-09-10T16:00:00.000Z,2649111.40,28,2649111.40,0.8290,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
kyle,kyle,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,341795.61,2026-09-10T16:00:00.000Z,341795.61,0,341795.61,0.1070,0.9737,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
kyle,kyle,ethereum,1,12,28,28,2026-08-18T00:00:00.000Z,653.49,2026-09-10T16:00:00.000Z,118400.96,24,118400.96,0.0371,1,,warming,false,12,short_coverage,,(no reason given) x16,2026-09-10T16:00:00.000Z,rebuilt x11; sampled x1,4,
kyle,kyle,bsc,56,5,28,28,2026-08-28T00:00:00.000Z,4.14,2026-09-10T16:00:00.000Z,86376.04,14,86376.04,0.0270,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
RugDalio,RugDalio✨,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,3078350.05,2026-09-10T16:00:00.000Z,3078350.05,0,3078350.05,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
RugDalio,RugDalio✨,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,151786.92,2026-09-10T16:00:00.000Z,3021974.25,28,3021974.25,0.9817,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
RugDalio,RugDalio✨,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,56344.20,2026-09-10T16:00:00.000Z,56344.20,0,56344.20,0.0183,0.9286,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
RugDalio,RugDalio✨,bsc,56,1,28,28,2026-09-10T16:00:00.000Z,28.75,2026-09-10T16:00:00.000Z,28.75,0,28.75,0.0000,0.6667,,ready,false,1,too_few_points,,(no reason given) x27,2026-09-10T16:00:00.000Z,sampled x1,4,
RugDalio,RugDalio✨,ethereum,1,2,28,28,2026-09-02T00:00:00.000Z,2.41,2026-09-10T16:00:00.000Z,2.86,9,2.86,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
Aurelius0121,Aurelius,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2926844.32,2026-09-10T16:00:00.000Z,2926844.32,0,2926844.32,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,3,
Aurelius0121,Aurelius,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,451200.55,2026-09-10T16:00:00.000Z,1998689.58,28,1998689.58,0.6829,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,3,
Aurelius0121,Aurelius,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,928134.91,2026-09-10T16:00:00.000Z,928134.91,0,928134.91,0.3171,0.8593,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,3,
Aurelius0121,Aurelius,ethereum,1,4,28,28,2026-08-22T00:00:00.000Z,7.66,2026-09-10T16:00:00.000Z,19.84,20,19.84,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,3,
lordarbiter,lordarbiter,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2781512.77,2026-09-10T16:00:00.000Z,2781512.77,0,2781512.77,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
lordarbiter,lordarbiter,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,151647.38,2026-09-10T16:00:00.000Z,2779221.74,28,2779221.74,0.9992,0.9412,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
lordarbiter,lordarbiter,solana,1399811149,1,1,1,2026-09-10T16:00:00.000Z,2229.31,2026-09-10T16:00:00.000Z,2229.31,0,2229.31,0.0008,0.7778,,warming,false,1,warming,,,2026-09-10T16:00:00.000Z,sampled x1,4,
lordarbiter,lordarbiter,bsc,56,3,28,28,2026-08-24T00:00:00.000Z,0.29,2026-09-10T16:00:00.000Z,54.04,18,54.04,0.0000,1,,warming,false,3,short_coverage,,(no reason given) x18; no_prices x7,2026-09-10T16:00:00.000Z,rebuilt x2; sampled x1,4,
lordarbiter,lordarbiter,ethereum,1,4,28,28,2026-08-22T00:00:00.000Z,2.97,2026-09-10T16:00:00.000Z,7.68,20,7.68,0.0000,1,,warming,false,4,short_coverage,,(no reason given) x24,2026-09-10T16:00:00.000Z,rebuilt x3; sampled x1,4,
FartmanSacks,Fartman Sacks,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2774541.55,2026-09-10T16:00:00.000Z,2774541.55,0,2774541.55,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,4,
FartmanSacks,Fartman Sacks,robinhood,4663,28,28,28,2026-08-14T00:00:00.000Z,237484.55,2026-09-10T16:00:00.000Z,2741333.09,28,2741333.09,0.9880,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
FartmanSacks,Fartman Sacks,solana,1399811149,28,28,28,2026-08-14T00:00:00.000Z,1156248.26,2026-09-10T16:00:00.000Z,33182.46,28,33182.46,0.0120,1,,warming,false,28,short_coverage,,,2026-09-10T16:00:00.000Z,rebuilt x27; sampled x1,4,
FartmanSacks,Fartman Sacks,bsc,56,2,28,28,2026-09-04T00:00:00.000Z,15127.64,2026-09-10T16:00:00.000Z,14.83,7,14.83,0.0000,1,,ready,false,2,too_few_points,,(no reason given) x26,2026-09-10T16:00:00.000Z,rebuilt x1; sampled x1,4,
FartmanSacks,Fartman Sacks,ethereum,1,5,28,28,2026-08-17T00:00:00.000Z,4.32,2026-09-10T16:00:00.000Z,11.17,25,11.17,0.0000,1,,warming,false,5,short_coverage,,(no reason given) x23,2026-09-10T16:00:00.000Z,rebuilt x4; sampled x1,4,
frogmanhaha,Frogman,(all chains),,1,28,28,2026-09-10T16:00:00.000Z,2670766.44,2026-09-10T16:00:00.000Z,2670766.44,0,2670766.44,,,,ready,false,1,too_few_points,,chains_unrebuildable x27,2026-09-10T16:00:00.000Z,sampled x1,5,
frogmanhaha,Frogman,bsc,56,10,28,28,2026-08-21T00:00:00.000Z,1308.88,2026-09-10T16:00:00.000Z,1731743.85,21,1731743.85,0.6484,1,,warming,false,10,short_coverage,,(no reason given) x18,2026-09-10T16:00:00.000Z,rebuilt x9; sampled x1,5,
frogmanhaha,Frogman,robinhood,4663,23,28,28,2026-08-19T00:00:00.000Z,463057.02,2026-09-10T16:00:00.000Z,668202.10,23,668202.10,0.2502,1,,warming,false,23,short_coverage,,no_prices x5,2026-09-10T16:00:00.000Z,rebuilt x22; sampled x1,5,
frogmanhaha,Frogman,base,8453,11,28,28,2026-08-20T00:00:00.000Z,23752.19,2026-09-10T16:00:00.000Z,268946.54,22,268946.54,0.1007,1,,warming,false,11,short_coverage,,(no reason given) x17,2026-09-10T16:00:00.000Z,rebuilt x10; sampled x1,5,
